Spotify ID,Title,Artist,Album,Release Date,Popularity,movie_title,language,year,tempo,loudness,key,danceability,energy,speechiness,instrumentalness
5bBsWTPchnSLap0QXpn4ST,Kala Anuko,"Hariharan, Mahalakshmi Iyer",Aazaad,2004-07-17,0,Azaad,telugu,2000,[172.265625],0.23013528,0.31881794,23.11349228043566,-60.333477,76.47455,0.10627781676249728
1KfXa25fPiYpVt5pAWmq3P,Koyila Koyila Koyila,Abhijeet,Aazaad,2004-07-17,0,Azaad,telugu,2000,[107.66601562],0.22264627,0.39663962,22.040960057026517,-36.48779,74.19712,0.12570545419882298
